camera_id,filename,monotonic_ns,captured_time_ns,queue_size
2,cam2_24250249771920.jpg,24250249771920,24250388037251,0
0,cam0_24250250893869.jpg,24250250893869,24250389194246,0
4,cam4_24250251768195.jpg,24250251768195,24250390114416,0
2,cam2_24250266438586.jpg,24250266438586,24250403911747,0
0,cam0_24250267560535.jpg,24250267560535,24250404988984,0
4,cam4_24250268434861.jpg,24250268434861,24250405917040,0
2,cam2_24250283105252.jpg,24250283105252,24250419885575,0
0,cam0_24250284227201.jpg,24250284227201,24250420931464,0
4,cam4_24250285101527.jpg,24250285101527,24250421889677,0
2,cam2_24250299771918.jpg,24250299771918,24250435834485,0
0,cam0_24250300893867.jpg,24250300893867,24250436923002,0
4,cam4_24250301768193.jpg,24250301768193,24250437796242,0
2,cam2_24250316438584.jpg,24250316438584,24250451817911,0
0,cam0_24250317560533.jpg,24250317560533,24250453014725,0
4,cam4_24250318434859.jpg,24250318434859,24250453910039,0
2,cam2_24250333105250.jpg,24250333105250,24250467917542,0
0,cam0_24250334227199.jpg,24250334227199,24250472653600,0
4,cam4_24250335101525.jpg,24250335101525,24250473496152,0
2,cam2_24250349771916.jpg,24250349771916,24250487817724,0
0,cam0_24250350893865.jpg,24250350893865,24250488935578,0
4,cam4_24250351768191.jpg,24250351768191,24250489802410,0
2,cam2_24250366438582.jpg,24250366438582,24250503765511,0
0,cam0_24250367560531.jpg,24250367560531,24250504954256,0
4,cam4_24250368434857.jpg,24250368434857,24250505799492,0
2,cam2_24250383105248.jpg,24250383105248,24250519796998,0
0,cam0_24250384227197.jpg,24250384227197,24250520952578,0
4,cam4_24250385101523.jpg,24250385101523,24250521882000,0
2,cam2_24250399771914.jpg,24250399771914,24250535749749,0
0,cam0_24250400893863.jpg,24250400893863,24250536930336,0
4,cam4_24250401768189.jpg,24250401768189,24250537789226,0
2,cam2_24250416438580.jpg,24250416438580,24250552187412,0
0,cam0_24250417560529.jpg,24250417560529,24250552971266,0
4,cam4_24250418434855.jpg,24250418434855,24250553815909,0
2,cam2_24250433105246.jpg,24250433105246,24250571864923,0
0,cam0_24250434227195.jpg,24250434227195,24250572944701,0
4,cam4_24250435101521.jpg,24250435101521,24250573808641,0
2,cam2_24250449771912.jpg,24250449771912,24250587926634,0
0,cam0_24250450893861.jpg,24250450893861,24250589190346,0
4,cam4_24250451768187.jpg,24250451768187,24250589999727,0
2,cam2_24250466438578.jpg,24250466438578,24250603841564,0
0,cam0_24250467560527.jpg,24250467560527,24250605040962,0
4,cam4_24250468434853.jpg,24250468434853,24250605865026,0
2,cam2_24250483105244.jpg,24250483105244,24250619764985,0
0,cam0_24250484227193.jpg,24250484227193,24250620942444,0
4,cam4_24250485101519.jpg,24250485101519,24250621796262,0
2,cam2_24250499771910.jpg,24250499771910,24250635744034,0
0,cam0_24250500893859.jpg,24250500893859,24250636947826,0
4,cam4_24250501768185.jpg,24250501768185,24250637798597,0
2,cam2_24250516438576.jpg,24250516438576,24250651856570,0
0,cam0_24250517560525.jpg,24250517560525,24250653007887,0
4,cam4_24250518434851.jpg,24250518434851,24250653849347,0
2,cam2_24250533105242.jpg,24250533105242,24250671853504,0
0,cam0_24250534227191.jpg,24250534227191,24250672941370,0
4,cam4_24250535101517.jpg,24250535101517,24250673839888,0
2,cam2_24250549771908.jpg,24250549771908,24250687826095,0
0,cam0_24250550893857.jpg,24250550893857,24250688938652,0
4,cam4_24250551768183.jpg,24250551768183,24250689773947,0
2,cam2_24250566438574.jpg,24250566438574,24250703761542,0
0,cam0_24250567560523.jpg,24250567560523,24250705043371,0
4,cam4_24250568434849.jpg,24250568434849,24250705768297,0
2,cam2_24250583105240.jpg,24250583105240,24250719822241,0
0,cam0_24250584227189.jpg,24250584227189,24250721016752,0
4,cam4_24250585101515.jpg,24250585101515,24250721889902,0
2,cam2_24250599771906.jpg,24250599771906,24250735786894,0
0,cam0_24250600893855.jpg,24250600893855,24250736937233,0
4,cam4_24250601768181.jpg,24250601768181,24250737809757,0
2,cam2_24250616438572.jpg,24250616438572,24250751804209,0
0,cam0_24250617560521.jpg,24250617560521,24250752949952,0
4,cam4_24250618434847.jpg,24250618434847,24250753776465,0
2,cam2_24250633105238.jpg,24250633105238,24250771776478,0
0,cam0_24250634227187.jpg,24250634227187,24250772957365,0
4,cam4_24250635101513.jpg,24250635101513,24250773781389,0
2,cam2_24250649771904.jpg,24250649771904,24250787776982,0
0,cam0_24250650893853.jpg,24250650893853,24250789020279,0
4,cam4_24250651768179.jpg,24250651768179,24250789938769,0
2,cam2_24250666438570.jpg,24250666438570,24250803784372,0
0,cam0_24250667560519.jpg,24250667560519,24250805136172,0
4,cam4_24250668434845.jpg,24250668434845,24250805953092,0
2,cam2_24250683105236.jpg,24250683105236,24250819738755,0
0,cam0_24250684227185.jpg,24250684227185,24250820776827,0
4,cam4_24250685101511.jpg,24250685101511,24250821590486,0
2,cam2_24250699771902.jpg,24250699771902,24250835593893,0
0,cam0_24250700893851.jpg,24250700893851,24250836645119,0
4,cam4_24250701768177.jpg,24250701768177,24250837508333,0
2,cam2_24250716438568.jpg,24250716438568,24250851974192,0
0,cam0_24250717560517.jpg,24250717560517,24250853180109,0
4,cam4_24250718434843.jpg,24250718434843,24250854020763,0
2,cam2_24250733105234.jpg,24250733105234,24250871910614,0
0,cam0_24250734227183.jpg,24250734227183,24250873222876,0
4,cam4_24250735101509.jpg,24250735101509,24250873997484,0
2,cam2_24250749771900.jpg,24250749771900,24250888028169,0
0,cam0_24250750893849.jpg,24250750893849,24250888941320,0
4,cam4_24250751768175.jpg,24250751768175,24250889944053,0
2,cam2_24250766438566.jpg,24250766438566,24250903568709,0
0,cam0_24250767560515.jpg,24250767560515,24250904689933,0
4,cam4_24250768434841.jpg,24250768434841,24250905614591,0
2,cam2_24250783105232.jpg,24250783105232,24250919823188,0
0,cam0_24250784227181.jpg,24250784227181,24250920930741,0
4,cam4_24250785101507.jpg,24250785101507,24250921678970,0
2,cam2_24250799771898.jpg,24250799771898,24250935870083,0
0,cam0_24250800893847.jpg,24250800893847,24250937313097,0
4,cam4_24250801768173.jpg,24250801768173,24250938153222,0
2,cam2_24250816438564.jpg,24250816438564,24250951936871,0
0,cam0_24250817560513.jpg,24250817560513,24250953207466,0
4,cam4_24250818434839.jpg,24250818434839,24250954031341,0
2,cam2_24250833105230.jpg,24250833105230,24250972029078,0
0,cam0_24250834227179.jpg,24250834227179,24250973117275,0
4,cam4_24250835101505.jpg,24250835101505,24250973925939,0
2,cam2_24250849771896.jpg,24250849771896,24250987965726,0
0,cam0_24250850893845.jpg,24250850893845,24250989326243,0
4,cam4_24250851768171.jpg,24250851768171,24250990101787,0
2,cam2_24250866438562.jpg,24250866438562,24251004037478,0
0,cam0_24250867560511.jpg,24250867560511,24251005307712,0
4,cam4_24250868434837.jpg,24250868434837,24251006415155,0
2,cam2_24250883105228.jpg,24250883105228,24251020042492,0
0,cam0_24250884227177.jpg,24250884227177,24251021153902,0
