monotonic_ns,encoder_value
24254289686507,0.000000
24254295874418,0.000000
24254307139015,0.000000
24254313319748,0.000000
24254319495811,0.000000
24254330857177,0.000000
24254337076600,0.000000
24254343257777,0.000000
24254354520785,0.000000
24254360735318,0.000000
24254372048827,0.000000
24254378282655,0.000000
24254384497227,0.000000
24254395769659,0.000000
24254401971311,0.000000
24254408157501,0.000000
24254419435186,0.000000
24254425641319,0.000000
24254436928131,0.000000
24254443128812,0.000000
24254449332499,0.000000
24254460685133,0.000000
24254466925149,0.000000
24254473189822,0.000000
24254484541531,0.000000
24254490690917,0.000000
24254496871312,0.000000
24254508164661,0.000000
24254514347462,0.000000
24254525610304,0.000000
24254531824190,0.000000
24254538033908,0.000000
24254549316946,0.000000
24254555501896,0.000000
24254561700235,0.000000
24254573169771,0.000000
24254579553251,0.000000
24254586070190,0.000000
24254597468424,0.000000
24254603690429,0.000000
24254609890682,0.000000
24254621159206,0.000000
24254627367554,0.000000
24254633564121,0.000000
24254644828614,0.000000
24254651000074,0.000000
24254657179695,0.000000
24254668386150,0.000000
24254674514953,0.000000
24254685883924,0.000000
24254692279655,0.000000
24254698535465,0.000000
24254709831388,0.000000
24254716020466,0.000000
24254722166128,0.000000
24254733399013,0.000000
24254739601583,0.000000
24254750881968,0.000000
24254757076568,0.000000
24254763230635,0.000000
24254774442264,0.000000
24254780582145,0.000000
24254786714948,0.000000
24254797925418,0.000000
24254804038263,0.000000
24254815273796,0.000000
24254821422790,0.000000
24254827585507,0.000000
24254838788153,0.000000
24254845011938,0.000000
24254851242093,0.000000
24254862631343,0.000000
24254868822753,0.000000
24254880165531,0.000000
24254886425018,0.000000
24254892687342,0.000000
24254904037424,0.000000
24254910310877,0.000000
24254916581069,0.000000
24254927954498,0.000000
24254934128296,0.000000
24254940309174,0.000000
24254951618230,0.000000
24254957809148,0.000000
24254969131271,0.000000
24254975361402,0.000000
24254981511806,0.000000
24254992739030,0.000000
24254998923931,0.000000
24255005141816,0.000000
24255016439029,0.000000
24255022637060,0.000000
24255028823898,0.000000
24255040118737,0.000000
24255046311843,0.000000
24255052511099,0.000000
24255063837078,0.000000
24255070069438,0.000000
24255081338147,0.000000
24255087526563,0.000000
24255093707477,0.000000
24255104973464,0.000000
24255111196726,0.000000
24255117368290,0.000000
24255128691271,0.000000
24255134877507,0.000000
24255146174079,0.000000
24255152390932,0.000000
24255158574452,0.000000
24255169859524,0.000000
24255176095834,0.000000
24255182284680,0.000000
24255193602971,0.000000
24255199820411,0.000000
24255211137326,0.000000
24255217356630,0.000000
24255223606759,0.000000
24255229787793,0.000000
24255241080854,0.000000
24255247267859,0.000000
24255258564348,0.000000
24255264753376,0.000000
24255270930995,0.000000
24255282221415,0.000000
24255288443595,0.000000
24255294657271,0.000000
24255305917649,0.000000
24255312142008,0.000000
24255323410929,0.000000
24255329591915,0.000000
24255335775877,0.000000
24255347050877,0.000000
24255353211431,0.000000
24255359351638,0.000000
24255370660571,0.000000
24255376884197,0.000000
24255383089115,0.000000
24255394432090,0.000000
24255400653217,0.000000
24255411947298,0.000000
24255418158227,0.000000
24255424354161,0.000000
24255435631625,0.000000
24255441829071,0.000000
24255453106436,0.000000
24255459294384,0.000000
24255465474389,0.000000
24255476746496,0.000000
24255482915834,0.000000
24255494169204,0.000000
24255500374304,0.000000
24255506611493,0.000000
24255517920598,0.000000
24255524145295,0.000000
24255530333630,0.000000
24255541747261,0.000000
24255548056682,0.000000
24255554233386,0.000000
24255565542324,0.000000
24255571782001,0.000000
24255583180433,0.000000
24255589388221,0.000000
24255595624604,0.000000
24255606912334,0.000000
24255613123311,0.000000
24255619291042,0.000000
24255630575667,0.000000
24255636762728,0.000000
24255642978548,0.000000
24255654191255,0.000000
24255660381367,0.000000
24255671662602,0.000000
24255677849311,0.000000
24255684081387,0.000000
24255695337601,0.000000
24255701533051,0.000000
24255707734712,0.000000
24255719029750,0.000000
24255725220307,0.000000
24255731398276,0.000000
24255742744089,0.000000
24255748986328,0.000000
24255755091593,0.000000
24255766302199,0.000000
24255772448267,0.000000
24255783652428,0.000000
24255789807659,0.000000
24255795979280,0.000000
24255807149990,0.000000
24255813303865,0.000000
24255824536617,0.000000
24255830686598,0.000000
24255836878508,0.000000
24255848165601,0.000000
24255854373599,0.000000
24255860603573,0.000000
24255871895210,0.000000
24255878151175,0.000000
24255889590153,0.000000
24255895829523,0.000000
24255902071233,0.000000
24255913413226,0.000000
24255919651669,0.000000
24255925903232,0.000000
24255937250362,0.000000
24255943488811,0.000000
24255954860507,0.000000
24255961088138,0.000000
24255967375694,0.000000
24255973778010,0.000000
24255985185866,0.000000
24255991401172,0.000000
24256002669784,0.000000
24256008848613,0.000000
24256015026267,0.000000
24256026282491,0.000000
24256032469542,0.000000
24256038692191,0.000000
24256050105339,0.000000
24256056376364,0.000000
24256062683679,0.000000
24256074236574,0.000000
24256081161819,0.000000
24256087484614,0.000000
24256098901380,0.000000
24256105130138,0.000000
24256111320570,0.000000
24256122627124,0.000000
24256128845169,0.000000
24256135052235,0.000000
24256146311259,0.000000
24256152523393,0.000000
24256163837055,0.000000
24256170091002,0.000000
24256176316853,0.000000
24256187647138,0.000000
24256193881221,0.000000
24256200100636,0.000000
24256211357900,0.000000
24256217555272,0.000000
24256223756796,0.000000
24256235122617,0.000000
24256241440213,0.000000
24256252852346,0.000000
24256259127738,0.000000
24256265326052,0.000000
24256276656220,0.000000
24256282865842,0.000000
24256289078244,0.000000
24256300349968,0.000000
24256306539341,0.000000
24256312719138,0.000000
24256324137091,0.000000
24256330443655,0.000000
24256336751420,0.000000
24256348119504,0.000000
24256354345839,0.000000
24256365686270,0.000000
24256371946035,0.000000
24256378229839,0.000000
24256389536922,0.000000
24256395776751,0.000000
24256402067205,0.000000
24256413576891,0.000000
24256419897838,0.000000
24256426161105,0.000000
24256437473626,0.000000
24256443708293,0.000000
24256455063600,0.000000
24256461315807,0.000000
24256467557534,0.000000
24256479035715,0.000000
24256485232904,0.000000
24256491438397,0.000000
24256502752145,0.000000
24256509056970,0.000000
24256515305873,0.000000
24256526649590,0.000000
24256532887724,0.000000
24256539061383,0.000000
24256550375490,0.000000
24256556650245,0.000000
24256562939715,0.000000
24256574261222,0.000000
24256580504981,0.000000
24256591856717,0.000000
24256598066153,0.000000
24256604267038,0.000000
24256615567971,0.000000
24256621781993,0.000000
24256633071216,0.000000
24256639277828,0.000000
24256645508700,0.000000
24256656888679,0.000000
24256663220230,0.000000
24256669450747,0.000000
24256680746433,0.000000
24256686964578,0.000000
24256693146999,0.000000
24256704562513,0.000000
24256710816459,0.000000
24256717061854,0.000000
24256728404542,0.000000
24256734586496,0.000000
24256745916906,0.000000
24256752134496,0.000000
24256758323965,0.000000
24256769595675,0.000000
24256775755629,0.000000
24256781931427,0.000000
24256793182313,0.000000
24256799422226,0.000000
24256810655005,0.000000
24256816804220,0.000000
24256822985158,0.000000
24256834222743,0.000000
24256840447224,0.000000
24256846797463,0.000000
24256858165396,0.000000
24256864399739,0.000000
24256875760090,0.000000
24256882205359,0.000000
24256888501235,0.000000
24256894708656,0.000000
24256906016589,0.000000
24256912270460,0.000000
24256918525403,0.000000
24256929961119,0.000000
24256936211610,0.000000
24256942724576,0.000000
24256954204732,0.000000
24256960493962,0.000000
24256966879430,0.000000
24256978315474,0.000000
24256984631383,0.000000
24256995982901,0.000000
24257002240039,0.000000
24257008511303,0.000000
24257020022731,0.000000
24257026296665,0.000000
24257032603540,0.000000
24257043971288,0.000000
24257050248370,0.000000
24257056490738,0.000000
24257067882048,0.000000
24257074108292,0.000000
24257080345027,0.000000
24257091658082,0.000000
24257097890759,0.000000
24257109184169,0.000000
24257115448868,0.000000
24257121692746,0.000000
24257133026645,0.000000
24257139261165,0.000000
24257145510156,0.000000
24257156838491,0.000000
24257163093439,0.000000
24257169319125,0.000000
24257180646046,0.000000
24257186870979,0.000000
24257193147156,0.000000
24257204472552,0.000000
24257210702872,0.000000
24257216959277,0.000000
24257228298866,0.000000
24257234504312,0.000000
24257245870564,0.000000
24257252091579,0.000000
24257258329496,0.000000
24257269659388,0.000000
24257275869873,0.000000
24257282023358,0.000000
24257293234932,0.000000
24257299397993,0.000000
24257305617598,0.000000
24257316831197,0.000000
24257323019602,0.000000
24257334294838,0.000000
24257340497169,0.000000
24257346650586,0.000000
24257357929356,0.000000
24257364139166,0.000000
24257375454530,0.000000
24257381678496,0.000000
24257387900755,0.000000
24257399350225,0.000000
24257405634715,0.000000
24257411860834,0.000000
24257423180163,0.000000
24257429385264,0.000000
24257435816671,0.000000
24257447197648,0.000000
24257453457876,0.000000
24257464784123,0.000000
24257471025638,0.000000
24257477248555,0.000000
24257488669110,0.000000
24257495103471,0.000000
24257501367216,0.000000
24257512715027,0.000000
24257518947825,0.000000
24257525222348,0.000000
24257536595455,0.000000
24257542856551,0.000000
24257549119123,0.000000
24257560427433,0.000000
24257566659801,0.000000
24257572924833,0.000000
24257584204810,0.000000
24257590431090,0.000000
24257601800769,0.000000
24257608271929,0.000000
24257614653043,0.000000
24257620885187,0.000000
24257632164551,0.000000
24257638362245,0.000000
24257649626120,0.000000
24257655823935,0.000000
24257662034507,0.000000
24257673326787,0.000000
24257679633325,0.000000
24257685864622,0.000000
24257697171536,0.000000
24257703405011,0.000000
24257709661266,0.000000
24257721095349,0.000000
24257727338650,0.000000
24257738682408,0.000000
24257744950382,0.000000
24257751182472,0.000000
24257762551454,0.000000
24257768813577,0.000000
24257775050311,0.000000
24257786357320,0.000000
24257792632993,0.000000
24257798883583,0.000000
24257810213420,0.000000
24257816530125,0.000000
24257822779733,0.000000
24257834159801,0.000000
24257840425888,0.000000
24257851861212,0.000000
24257858097752,0.000000
24257864342119,0.000000
24257875773146,0.000000
24257882143826,0.000000
24257888359059,0.000000
24257899662715,0.000000
24257905913462,0.000000
24257912148684,0.000000
24257923505337,0.000000
24257929764167,0.000000
24257936008701,0.000000
24257947336999,0.000000
24257953578306,0.000000
24257959863470,0.000000
24257971175660,0.000000
24257977438435,0.000000
24257988832400,0.000000
24257995070297,0.000000
24258001249917,0.000000
24258012574719,0.000000
24258018896286,0.000000
24258025051269,0.000000
24258036349519,0.000000
24258042555190,0.000000
24258048752064,0.000000
24258060042406,0.000000
24258066230953,0.000000
24258077501945,0.000000
24258083819420,0.000000
24258090033064,0.000000
24258101308558,0.000000
24258107516701,0.000000
24258113735488,0.000000
24258124993704,0.000000
24258131204020,0.000000
24258137377351,0.000000
24258148683070,0.000000
24258154863242,0.000000
24258166149676,0.000000
24258172343233,0.000000
24258178543157,0.000000
24258189834149,0.000000
24258196065887,0.000000
24258202254084,0.000000
24258213545174,0.000000
24258219737814,0.000000
24258225903949,0.000000
24258237098873,0.000000
24258243252321,0.000000
24258254459078,0.000000
24258260636005,0.000000
24258266773483,0.000000
24258277985231,0.000000
24258284086439,0.000000
24258290225752,0.000000
24258301461247,0.000000
24258307726695,0.000000
24258319031663,0.000000
24258325199183,0.000000
24258331396654,0.000000
24258342720983,0.000000
24258348928147,0.000000
24258355123226,0.000000
24258366461048,0.000000
24258372720365,0.000000
24258384069803,0.000000
24258390289132,0.000000
24258396497212,0.000000
24258407777953,0.000000
24258414042467,0.000000
24258420221937,0.000000
24258431533439,0.000000
24258437708869,0.000000
24258448979302,0.000000
24258455124126,0.000000
24258461295978,0.000000
24258472541348,0.000000
24258478972519,0.000000
24258485378059,0.000000
24258496795897,0.000000
24258503083848,0.000000
24258509273147,0.000000
24258520602253,0.000000
